epoch,coarse_loss,coarse_psnr,coarse_ssim,fine_loss,fine_psnr,fine_ssim,val_coarse_loss,val_coarse_psnr,val_coarse_ssim,val_fine_loss,val_fine_psnr,val_fine_ssim
0,0.05120455101132393,14.043279647827148,0.5750365853309631,0.05272010713815689,13.725820541381836,0.5683037042617798,0.02261531911790371,16.99064826965332,0.6511949300765991,0.01840861886739731,17.658628463745117,0.6464007496833801
5,0.004997101612389088,23.158010482788086,0.775301456451416,0.005056540947407484,23.11273193359375,0.7829471826553345,0.005083590745925903,23.067350387573242,0.784608006477356,0.004800919443368912,23.315725326538086,0.7963569760322571
10,0.0036022819112986326,24.58037567138672,0.8268042206764221,0.003142448142170906,25.160348892211914,0.8534761667251587,0.003748977789655328,24.39185333251953,0.8284943103790283,0.0032713618129491806,24.993192672729492,0.8563134670257568
15,0.003047543577849865,25.31537437438965,0.8518928289413452,0.0024679952766746283,26.218950271606445,0.8824447393417358,0.0037954100407660007,24.318923950195312,0.8452928066253662,0.0029003340750932693,25.502565383911133,0.8757248520851135
20,0.002604846842586994,26.01146697998047,0.8713691830635071,0.0020524836145341396,27.041057586669922,0.901482105255127,0.0028079531621187925,25.6741943359375,0.8685174584388733,0.0022500951308757067,26.631383895874023,0.8999140858650208
25,0.0023011297453194857,26.53658676147461,0.8878477215766907,0.0017427717102691531,27.763721466064453,0.9156152606010437,0.002590274903923273,26.022306442260742,0.8825029730796814,0.001735893776640296,27.795434951782227,0.9157850742340088
30,0.0019162509124726057,27.325437545776367,0.9058014154434204,0.0015407857717946172,28.33008575439453,0.9251770973205566,0.0021205972880125046,26.91049575805664,0.9001081585884094,0.0016681861598044634,28.001121520996094,0.921977162361145
35,0.0017381921643391252,27.757556915283203,0.9149054884910583,0.0014145225286483765,28.72372817993164,0.9320734143257141,0.0020205050241202116,27.151039123535156,0.9064421057701111,0.0015755987260490656,28.273235321044922,0.9271684288978577
40,0.001625667093321681,28.049501419067383,0.9202028512954712,0.001320740906521678,29.037580490112305,0.9372730255126953,0.0020125568844377995,27.171262741088867,0.9100199937820435,0.0015045414911583066,28.50188446044922,0.9323670268058777
45,0.0015338114462792873,28.309179306030273,0.9243442416191101,0.00123642198741436,29.342348098754883,0.9409947395324707,0.00195591920055449,27.31084632873535,0.9123829007148743,0.001441228436306119,28.714345932006836,0.9355199933052063
50,0.0014793099835515022,28.469619750976562,0.9270399212837219,0.0011847922578454018,29.55054473876953,0.9435045719146729,0.0020553802605718374,27.124767303466797,0.9112306833267212,0.001373935374431312,28.97540283203125,0.9373918175697327
55,0.0014183145249262452,28.649587631225586,0.9291766285896301,0.0011462998809292912,29.7195987701416,0.9452337622642517,0.0019911041017621756,27.27375030517578,0.9118239879608154,0.001372490543872118,29.00470733642578,0.9384632110595703
60,0.0013773732353001833,28.77356719970703,0.9305950999259949,0.0011090378975495696,29.859254837036133,0.9466275572776794,0.0020061286631971598,27.243915557861328,0.9104056358337402,0.0013673444045707583,29.044893264770508,0.9380130171775818
65,0.0013304810272529721,28.91339683532715,0.9321025609970093,0.0010872252751141787,29.954923629760742,0.9477255940437317,0.0019167031859979033,27.41042709350586,0.9117973446846008,0.0013371137902140617,29.133312225341797,0.9397498369216919
70,0.0013104277895763516,28.98151397705078,0.9325854778289795,0.0010640786495059729,30.045026779174805,0.9486830234527588,0.002097678603604436,27.021272659301758,0.9082622528076172,0.001352077815681696,29.074399948120117,0.93785560131073
75,0.001543476595543325,28.292016983032227,0.9240421056747437,0.0010627586161717772,30.036962509155273,0.9483437538146973,0.0017613752279430628,27.7867374420166,0.9185197949409485,0.0013226328883320093,29.192493438720703,0.9395244717597961
80,0.0012499421136453748,29.187400817871094,0.9351617693901062,0.001012176275253296,30.247522354125977,0.9497713446617126,0.0018181733321398497,27.647197723388672,0.9177531599998474,0.0012974690180271864,29.239858627319336,0.9409299492835999
85,0.0011697178706526756,29.471006393432617,0.93803870677948,0.0009785890579223633,30.390981674194336,0.9508678913116455,0.0018660412169992924,27.530193328857422,0.9167869687080383,0.0013286815956234932,29.132705688476562,0.939832329750061
90,0.0011203786125406623,29.651819229125977,0.9395899176597595,0.0009610608103685081,30.46762466430664,0.9514486789703369,0.0018919541034847498,27.470853805541992,0.9164191484451294,0.0013163560070097446,29.199420928955078,0.9399160146713257
