epoch,coarse_loss,coarse_psnr,coarse_ssim,fine_loss,fine_psnr,fine_ssim,val_coarse_loss,val_coarse_psnr,val_coarse_ssim,val_fine_loss,val_fine_psnr,val_fine_ssim
0,0.04131164401769638,14.459939956665039,0.5327649116516113,0.05296427756547928,13.415283203125,0.5154163837432861,0.02094515971839428,16.841493606567383,0.5865788459777832,0.02494080550968647,16.072172164916992,0.5711438655853271
5,0.007232198026031256,21.480066299438477,0.7753276824951172,0.007341704796999693,21.41168975830078,0.7783318161964417,0.008464343845844269,20.80764389038086,0.766991376876831,0.007211692165583372,21.493789672851562,0.7855768799781799
10,0.004519111942499876,23.523147583007812,0.8399950265884399,0.004226199816912413,23.818021774291992,0.8475842475891113,0.0048224166966974735,23.248188018798828,0.8387472629547119,0.0047965203411877155,23.270919799804688,0.8460151553153992
15,0.0037559098564088345,24.341432571411133,0.8635344505310059,0.0033299836795777082,24.880727767944336,0.8761823773384094,0.004135739058256149,23.9251766204834,0.8561444282531738,0.0035667000338435173,24.586240768432617,0.8742095828056335
20,0.0034554973244667053,24.710594177246094,0.8733970522880554,0.0030465463642030954,25.279272079467773,0.8876805305480957,0.0036668532993644476,24.45455551147461,0.8666813373565674,0.0031291607301682234,25.176738739013672,0.8837175965309143
25,0.0031858659349381924,25.069948196411133,0.8815734386444092,0.0027594510465860367,25.73058319091797,0.896442711353302,0.0034136497415602207,24.77304458618164,0.8751334547996521,0.002959118690341711,25.42926025390625,0.8914173245429993
30,0.0029770515393465757,25.36475372314453,0.8875375390052795,0.002565026516094804,26.059171676635742,0.9027987718582153,0.003368690377101302,24.8372745513916,0.8786379098892212,0.0027699589263647795,25.720746994018555,0.896802544593811
35,0.0028327147010713816,25.57974624633789,0.8914616107940674,0.0024200042244046926,26.313610076904297,0.9076371192932129,0.0033961813896894455,24.806764602661133,0.8792176246643066,0.002661000704392791,25.917631149291992,0.9010634422302246
40,0.002738615497946739,25.72710609436035,0.8939536809921265,0.0022954896558076143,26.544536590576172,0.9114307165145874,0.003488578600808978,24.688459396362305,0.8777095675468445,0.002605765126645565,26.00784683227539,0.9035118222236633
45,0.002701884601265192,25.788278579711914,0.8951607346534729,0.0022266318555921316,26.68246841430664,0.9137601256370544,0.003544737584888935,24.625961303710938,0.8752639889717102,0.0026021767407655716,26.01943588256836,0.9050567150115967
50,0.0026009061839431524,25.955059051513672,0.8976230025291443,0.0021476768888533115,26.844881057739258,0.9161869883537292,0.0036254741717129946,24.536293029785156,0.8738971948623657,0.0025721152778714895,26.062152862548828,0.9064406752586365
55,0.002511366503313184,26.104516983032227,0.8998149633407593,0.002109824912622571,26.91904067993164,0.9174185395240784,0.0035281109157949686,24.658010482788086,0.8744198083877563,0.002567163435742259,26.073759078979492,0.9072380065917969
60,0.002443329431116581,26.220407485961914,0.901221752166748,0.0020639891736209393,27.0108699798584,0.9187648892402649,0.003519379533827305,24.6646671295166,0.8771665692329407,0.002593469340354204,26.021764755249023,0.9070336818695068
65,0.0024851015768945217,26.136201858520508,0.9003813862800598,0.002148200524970889,26.83368492126465,0.9168887138366699,0.003497918602079153,24.68490219116211,0.8772348165512085,0.0024927365593612194,26.200090408325195,0.9090508222579956
70,0.002405718667432666,26.279861450195312,0.9029592275619507,0.0020609975326806307,27.013072967529297,0.9197450280189514,0.0035292815882712603,24.6457462310791,0.8769903779029846,0.002492640633136034,26.213394165039062,0.9080249667167664
